Bulan,Tahun,Jenis Produk,Varietas Hibrida,Volume Penjualan,Harga per Unit,Total Pendapatan Bruto,Total Pendapatan Netto,Indeks Permintaan Pasar,Biaya Transportasi,Varietas Benih,Kelas Benih,Kondisi Cuaca_Cerah,Kondisi Cuaca_Hujan,Jenis Pupuk_Jenis B,Jenis Pupuk_Jenis C,Pendapatan per Unit,Rasio Biaya Transportasi
3,2017,Sage 01,Hibrida B,0.8,60000,0.7672955974842767,0.7377801541683375,47.49,99800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9591194968553458,130067.21311475411
3,2017,Sage 01,Hibrida C,0.4857142857142857,60000,0.47079964061096136,0.4782337477164372,44.28,22300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9692933777284498,47366.2213740458
3,2017,Sage 02,Hibrida A,0.3714285714285714,58000,0.3387241689128482,0.32108006950942386,43.86,81000,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9119496855345913,239132.62599469494
3,2017,Sage 02,Hibrida B,0.5142857142857142,58000,0.4690026954177897,0.4589404268591543,49.5,61600,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345912,131342.5287356322
3,2017,Sage 02,Hibrida C,0.2285714285714286,58000,0.20844564240790653,0.1987256605623134,31.45,65600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.911949685534591,314710.34482758626
3,2017,Sage 03,Hibrida A,0.39999999999999997,62000,0.41509433962264153,0.3914360825201622,46.69,93100,Jagung Hibrida,Benih Hibrida,False,False,True,False,1.037735849056604,224286.36363636362
3,2017,Sage 03,Hibrida B,0.4857142857142857,62000,0.4986522911051213,0.5054137147440183,34.81,23300,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.0266370699223086,46725.94594594594
3,2017,Sage 03,Hibrida C,0.2,62000,0.22012578616352196,0.22929198413759305,31.43,23000,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,1.1006289308176098,104485.7142857143
4,2017,Sage 01,Hibrida A,0.8571428571428572,60000,0.821203953279425,0.8149979949204651,46.2,46500,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9580712788259957,56624.17943107221
4,2017,Sage 01,Hibrida B,0.8,60000,0.7672955974842767,0.7413447400080202,44.96,91800,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9591194968553458,119640.98360655739
4,2017,Sage 01,Hibrida C,0.5714285714285714,60000,0.5516621743036837,0.5381187898231075,36.61,67900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9654088050314465,123082.57328990228
4,2017,Sage 02,Hibrida A,1.0,58000,0.9119496855345911,0.8968943545871764,49.03,64700,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9119496855345911,70946.89655172414
4,2017,Sage 02,Hibrida B,0.2285714285714286,58000,0.20844564240790653,0.2155683286548144,33.75,27800,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.911949685534591,133368.10344827588
4,2017,Sage 02,Hibrida C,0.4857142857142857,58000,0.4429469901168014,0.4387114022189547,46.57,49000,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9119496855345911,110622.71805273835
4,2017,Sage 03,Hibrida A,0.3714285714285714,62000,0.38724168912848156,0.3796729492492091,34.46,57500,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.042573778422835,148486.07888631092
4,2017,Sage 03,Hibrida B,0.7428571428571429,62000,0.7493261455525607,0.7426369023749053,39.33,48900,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0087082728592163,65258.633093525175
4,2017,Sage 03,Hibrida C,0.7714285714285716,62000,0.7771787960467206,0.7629104843381009,43.73,65400,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0074539948753782,84150.52023121387
5,2017,Sage 01,Hibrida A,0.45714285714285713,60000,0.4438454627133872,0.42004188388361624,32.76,92900,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9709119496855345,209307.08502024293
5,2017,Sage 01,Hibrida B,0.4857142857142857,60000,0.47079964061096136,0.47328788486387735,40.06,33400,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9692933777284498,70943.12977099237
5,2017,Sage 01,Hibrida C,0.17142857142857143,60000,0.17430368373764593,0.18228400837677677,37.58,26500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.0167714884696013,152033.50515463925
5,2017,Sage 02,Hibrida A,0.2571428571428572,58000,0.23450134770889486,0.2095976473733458,36.6,99200,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.911949685534591,423025.2873563219
5,2017,Sage 02,Hibrida B,0.05714285714285716,58000,0.052111410601976604,0.039522345497482514,30.17,74900,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9119496855345903,1437305.172413794
5,2017,Sage 02,Hibrida C,0.5714285714285714,58000,0.5211141060197664,0.5200285166867176,44.59,40500,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9119496855345912,77718.10344827587
5,2017,Sage 03,Hibrida A,0.31428571428571433,62000,0.33153638814016173,0.31657977988682445,41.73,75100,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0548885077186962,226521.13821138212
5,2017,Sage 03,Hibrida B,0.2571428571428572,62000,0.2758310871518418,0.26462594127344835,42.04,67700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,1.0726764500349402,245440.06514657987
5,2017,Sage 03,Hibrida C,0.7428571428571429,62000,0.7493261455525607,0.755202067459787,48.59,20700,Jagung Hibrida,Benih Hibrida,False,False,False,False,1.0087082728592163,27624.82014388489
6,2017,Sage 01,Hibrida A,0.7428571428571429,60000,0.7133872416891284,0.7096644833578398,39.16,42900,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9603289791969035,60135.64231738036
6,2017,Sage 01,Hibrida B,0.42857142857142855,60000,0.41689128481581306,0.409348126364568,49.83,56900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9727463312368971,136486.42241379313
6,2017,Sage 01,Hibrida C,0.5714285714285714,60000,0.5516621743036837,0.5426190794457069,43.92,57800,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9654088050314465,104774.2671009772
6,2017,Sage 02,Hibrida A,0.3428571428571429,58000,0.31266846361185985,0.2939001024818429,34.08,84000,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9119496855345911,268655.1724137931
6,2017,Sage 02,Hibrida B,0.4857142857142857,58000,0.4429469901168014,0.439156975448915,31.98,48000,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9119496855345911,108365.11156186614
6,2017,Sage 02,Hibrida C,0.3428571428571429,58000,0.31266846361185985,0.2975538029675177,40.88,75800,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9119496855345911,242429.31034482757
6,2017,Sage 03,Hibrida A,0.4857142857142857,62000,0.4986522911051213,0.5022055874883038,35.9,30500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.0266370699223086,61164.86486486486
6,2017,Sage 03,Hibrida B,0.28571428571428575,62000,0.30368373764600176,0.2844985073296797,41.39,85100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,1.062893081761006,280225.73964497045
6,2017,Sage 03,Hibrida C,0.39999999999999997,62000,0.41509433962264153,0.4062736710778417,37.8,59800,Jagung Hibrida,Benih Hibrida,False,False,True,False,1.037735849056604,144063.63636363635
7,2017,Sage 01,Hibrida A,0.5714285714285714,60000,0.5516621743036837,0.524528806309317,44.21,98400,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9654088050314465,178370.0325732899
7,2017,Sage 01,Hibrida B,0.5714285714285714,60000,0.5516621743036837,0.5278260482110235,45.68,91000,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9654088050314465,164956.02605863195
7,2017,Sage 01,Hibrida C,0.2285714285714286,60000,0.22821203953279423,0.2204696341843782,30.16,60800,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9984276729559747,266418.8976377953
7,2017,Sage 02,Hibrida A,0.5714285714285714,58000,0.5211141060197664,0.49623490620683514,42.66,93900,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,0.9119496855345912,180190.86206896554
7,2017,Sage 02,Hibrida B,0.5714285714285714,58000,0.5211141060197664,0.5179343225059039,38.62,45200,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9119496855345912,86737.24137931035
7,2017,Sage 02,Hibrida C,0.6857142857142857,58000,0.6253369272237197,0.6225103595775967,45.58,42500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9119496855345912,67963.36206896552
7,2017,Sage 03,Hibrida A,0.39999999999999997,62000,0.41509433962264153,0.4159426101679811,43.94,38100,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.037735849056604,91786.36363636363
7,2017,Sage 03,Hibrida B,0.45714285714285713,62000,0.47079964061096136,0.453326204161654,42.46,78200,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.029874213836478,166100.3816793893
7,2017,Sage 03,Hibrida C,0.3714285714285714,62000,0.38724168912848156,0.39468876709887274,32.75,23800,Jagung Hibrida,Benih Hibrida,False,True,True,False,1.042573778422835,61460.324825986085
8,2017,Sage 01,Hibrida A,0.4857142857142857,60000,0.47079964061096136,0.4674508755513969,37.03,46500,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9692933777284498,98768.12977099237
8,2017,Sage 01,Hibrida B,0.42857142857142855,60000,0.41689128481581306,0.4088134384886157,48.67,58100,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9727463312368971,139364.8706896552
8,2017,Sage 01,Hibrida C,0.45714285714285713,60000,0.4438454627133872,0.43559238960923224,43.05,58000,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9709119496855345,130676.1133603239
8,2017,Sage 02,Hibrida A,0.2285714285714286,58000,0.20844564240790653,0.213652363765985,37.02,32100,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.911949685534591,153996.98275862072
8,2017,Sage 02,Hibrida B,0.28571428571428575,58000,0.2605570530098832,0.26569531702535315,35.78,31300,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.911949685534591,120127.24137931035
8,2017,Sage 02,Hibrida C,0.5142857142857142,58000,0.4690026954177897,0.45216771376375714,31.69,76800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9119496855345912,163751.72413793104
8,2017,Sage 03,Hibrida A,0.05714285714285716,62000,0.08086253369272234,0.09201087198681107,31.33,21100,Jagung Hibrida,Benih Hibrida,False,True,False,False,1.4150943396226405,260936.66666666677
8,2017,Sage 03,Hibrida B,0.5714285714285714,62000,0.582210242587601,0.5845029630619794,42.23,31800,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.0188679245283019,54619.44444444445
8,2017,Sage 03,Hibrida C,0.6571428571428573,62000,0.6657681940700809,0.6446553491066256,46.85,82800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,1.0131255127153405,124367.61133603238
9,2017,Sage 01,Hibrida A,0.3714285714285714,60000,0.36298292902066487,0.35815176224212447,32.18,51800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.9772617319787132,142706.43564356436
9,2017,Sage 01,Hibrida B,0.5714285714285714,60000,0.5516621743036837,0.5587488303702715,46.53,21600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9654088050314465,39154.39739413681
9,2017,Sage 01,Hibrida C,0.2285714285714286,60000,0.22821203953279423,0.21137994029318724,36.02,81200,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9984276729559747,355809.44881889765
9,2017,Sage 02,Hibrida A,0.7714285714285716,58000,0.7035040431266847,0.7098427126498239,48.1,20500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345911,29139.846743295016
9,2017,Sage 02,Hibrida B,0.39999999999999997,58000,0.3647798742138365,0.35365147261952506,33.06,65900,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9119496855345913,180656.89655172412
9,2017,Sage 02,Hibrida C,0.5428571428571429,58000,0.49505840071877805,0.48861560397451326,33.6,53000,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.911949685534591,107058.07622504538
9,2017,Sage 03,Hibrida A,0.9714285714285715,62000,0.97214734950584,0.9523236643942432,48.26,74300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,1.000739918608953,76428.74306839186
9,2017,Sage 03,Hibrida B,0.6285714285714286,62000,0.6379155435759208,0.6396203716080737,36.85,32100,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,1.0148656375071468,50320.14084507043
9,2017,Sage 03,Hibrida C,0.39999999999999997,62000,0.41509433962264153,0.41986365459163216,39.39,29300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.037735849056604,70586.36363636363
10,2017,Sage 01,Hibrida A,0.5428571428571429,60000,0.5247079964061095,0.5321926658646348,37.21,21200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.966567361800728,40403.424657534255
10,2017,Sage 01,Hibrida B,0.4857142857142857,60000,0.47079964061096136,0.4784565343314174,31.02,21800,Jagung Hibrida,Benih Hibrida,False,False,True,False,0.9692933777284498,46304.19847328244
10,2017,Sage 01,Hibrida C,0.3714285714285714,60000,0.36298292902066487,0.34384886156039746,32.12,83900,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9772617319787132,231140.34653465348
10,2017,Sage 02,Hibrida A,0.5714285714285714,58000,0.5211141060197664,0.5024729314262799,46.24,79900,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9119496855345912,153325.3448275862
10,2017,Sage 02,Hibrida B,0.2571428571428572,58000,0.23450134770889486,0.22546005435993405,38.43,63600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.911949685534591,271213.7931034483
10,2017,Sage 02,Hibrida C,0.5428571428571429,58000,0.49505840071877805,0.4963685781758232,37.9,35600,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.911949685534591,71910.70780399274
10,2017,Sage 03,Hibrida A,0.5714285714285714,62000,0.582210242587601,0.5731408456979905,36.18,57300,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.0188679245283019,98418.05555555556
10,2017,Sage 03,Hibrida B,0.5428571428571429,62000,0.5543575920934412,0.5616896136880096,43.21,21000,Jagung Hibrida,Benih Hibrida,False,False,True,False,1.0211850380668652,37881.68557536467
10,2017,Sage 03,Hibrida C,0.4857142857142857,62000,0.4986522911051213,0.4970369380207637,48.62,42100,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.0266370699223086,84427.56756756756
11,2017,Sage 01,Hibrida A,0.3428571428571429,60000,0.3360287511230907,0.3216147573853763,36.22,73800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9800838574423477,219624.064171123
11,2017,Sage 01,Hibrida B,0.8571428571428572,60000,0.821203953279425,0.8261818829924699,42.85,21400,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9580712788259957,26059.29978118162
11,2017,Sage 01,Hibrida C,0.31428571428571433,60000,0.30907457322551657,0.28761751993940204,39.41,90100,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9834190966266435,291515.40697674424
11,2017,Sage 02,Hibrida A,0.39999999999999997,58000,0.3647798742138365,0.36086975894488266,30.33,49700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345913,136246.5517241379
11,2017,Sage 02,Hibrida B,0.5142857142857142,58000,0.4690026954177897,0.4576928218152653,38.32,64400,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9119496855345912,137312.64367816094
11,2017,Sage 02,Hibrida C,0.5428571428571429,58000,0.49505840071877805,0.48518469010381854,43.1,60700,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.911949685534591,122611.79673321235
11,2017,Sage 03,Hibrida A,0.3428571428571429,62000,0.3593890386343216,0.3407744062736711,41.19,82800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,1.0482180293501044,230391.00000000003
11,2017,Sage 03,Hibrida B,0.2571428571428572,62000,0.2758310871518418,0.26021476629684087,32.95,77600,Jagung Hibrida,Benih Hibrida,True,False,True,False,1.0726764500349402,281331.5960912053
11,2017,Sage 03,Hibrida C,0.6000000000000001,62000,0.610062893081761,0.5906073163124359,40.28,80100,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0167714884696015,131297.9381443299
12,2017,Sage 01,Hibrida A,0.28571428571428575,60000,0.2821203953279424,0.2653388584413849,32.22,80100,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9874213836477983,283921.3375796179
12,2017,Sage 01,Hibrida B,0.3714285714285714,60000,0.36298292902066487,0.37196453237089516,37.32,20800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9772617319787132,57302.9702970297
12,2017,Sage 01,Hibrida C,0.3714285714285714,60000,0.36298292902066487,0.3371652631109923,36.94,98900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9772617319787132,272464.603960396
12,2017,Sage 02,Hibrida A,0.3428571428571429,58000,0.31266846361185985,0.3111883438043042,33.33,45200,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9119496855345911,144562.06896551725
12,2017,Sage 02,Hibrida B,0.45714285714285713,58000,0.41689128481581306,0.4087243238426235,49.06,58300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345911,139844.61206896554
12,2017,Sage 02,Hibrida C,0.3428571428571429,58000,0.31266846361185985,0.29568239540168423,30.92,80000,Jagung Hibrida,Benih Hibrida,True,False,False,False,0.9119496855345911,255862.06896551725
12,2017,Sage 03,Hibrida A,0.6285714285714286,62000,0.6379155435759208,0.6391747983781135,41.7,33100,Jagung Hibrida,Benih Hibrida,True,False,False,False,1.0148656375071468,51887.74647887325
12,2017,Sage 03,Hibrida B,0.39999999999999997,62000,0.41509433962264153,0.3942431938689123,38.07,86800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.037735849056604,209109.0909090909
12,2017,Sage 03,Hibrida C,0.4857142857142857,62000,0.4986522911051213,0.4944526132869937,41.86,47900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,1.0266370699223086,96058.9189189189
1,2018,Sage 01,Hibrida A,0.3428571428571429,60000,0.3360287511230907,0.33279864545738097,45.23,48700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9800838574423477,144928.07486631017
1,2018,Sage 01,Hibrida B,0.8571428571428572,60000,0.821203953279425,0.812324555540703,46.26,52500,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9580712788259957,63930.52516411379
1,2018,Sage 01,Hibrida C,0.8,60000,0.7672955974842767,0.7519048255580805,46.46,68100,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9591194968553458,88753.2786885246
1,2018,Sage 02,Hibrida A,0.6571428571428573,58000,0.5992812219227314,0.5986276344517221,40.68,38100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,0.9119496855345911,63576.16191904048
1,2018,Sage 02,Hibrida B,0.5142857142857142,58000,0.4690026954177897,0.4706590028071113,47.4,35300,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345912,75266.091954023
1,2018,Sage 02,Hibrida C,0.5714285714285714,58000,0.5211141060197664,0.5124537717773916,39.02,57500,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9119496855345912,110340.51724137932
1,2018,Sage 03,Hibrida A,0.8,62000,0.8050314465408804,0.7800650536915741,44.14,88900,Jagung Hibrida,Benih Hibrida,True,False,False,False,1.0062893081761004,110430.46875000001
1,2018,Sage 03,Hibrida B,0.6000000000000001,62000,0.610062893081761,0.6066033952680123,33.14,44200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.0167714884696015,72451.54639175258
1,2018,Sage 03,Hibrida C,0.7142857142857144,62000,0.7214734950584006,0.6935792897562714,43.28,97000,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,False,1.0100628930817608,134447.07347447076
2,2018,Sage 01,Hibrida A,0.4857142857142857,60000,0.47079964061096136,0.4735997861248496,38.91,32700,Jagung Hibrida,Benih Hibrida,False,True,False,True,0.9692933777284498,69456.29770992366
2,2018,Sage 01,Hibrida B,0.3428571428571429,60000,0.3360287511230907,0.3358731007441073,36.8,41800,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9800838574423477,124394.11764705884
2,2018,Sage 01,Hibrida C,0.45714285714285713,60000,0.4438454627133872,0.4271264982399858,37.37,77000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9709119496855345,173483.8056680162
2,2018,Sage 02,Hibrida A,0.5142857142857142,58000,0.4690026954177897,0.4650893374326071,37.89,47800,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9119496855345912,101918.39080459772
2,2018,Sage 02,Hibrida B,0.4857142857142857,58000,0.4429469901168014,0.4450830994073876,45.33,34700,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9119496855345911,78338.94523326572
2,2018,Sage 02,Hibrida C,1.0,58000,0.9119496855345911,0.8853985652541996,49.08,90500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9119496855345911,99237.93103448277
2,2018,Sage 03,Hibrida A,0.3428571428571429,62000,0.3593890386343216,0.35472084837142986,39.66,51500,Jagung Hibrida,Benih Hibrida,False,False,False,True,1.0482180293501044,143298.75000000003
2,2018,Sage 03,Hibrida B,0.39999999999999997,62000,0.41509433962264153,0.42026467049859645,40.58,28400,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.037735849056604,68418.18181818181
2,2018,Sage 03,Hibrida C,0.45714285714285713,62000,0.47079964061096136,0.47814463307044514,49.64,22500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,1.029874213836478,47791.03053435114
3,2018,Sage 01,Hibrida A,0.3428571428571429,60000,0.3360287511230907,0.32593681771599164,41.22,64100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.9800838574423477,190757.48663101607
3,2018,Sage 01,Hibrida B,0.42857142857142855,60000,0.41689128481581306,0.41367018669518335,31.73,47200,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,True,0.9727463312368971,113218.96551724139
3,2018,Sage 01,Hibrida C,0.3428571428571429,60000,0.3360287511230907,0.3224167891993049,30.18,72000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.9800838574423477,214267.3796791444
3,2018,Sage 02,Hibrida A,0.3714285714285714,58000,0.3387241689128482,0.32593681771599164,45.85,70100,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,0.9119496855345913,206953.05039787796
3,2018,Sage 02,Hibrida B,0.17142857142857143,58000,0.15633423180592987,0.15906964309584282,33.14,38600,Jagung Hibrida,Benih Hibrida,False,False,False,False,0.9119496855345909,246906.89655172423
3,2018,Sage 02,Hibrida C,0.3428571428571429,58000,0.31266846361185985,0.3062870382747405,33.41,56200,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9119496855345911,179743.10344827586
3,2018,Sage 03,Hibrida A,0.7142857142857144,62000,0.7214734950584006,0.7009312480506171,37.31,80500,Jagung Hibrida,Benih Hibrida,True,False,False,True,1.0100628930817608,111577.21046077211
3,2018,Sage 03,Hibrida B,0.5428571428571429,62000,0.5543575920934412,0.5278260482110235,48.47,97000,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,1.0211850380668652,174977.3095623987
3,2018,Sage 03,Hibrida C,0.7428571428571429,62000,0.7493261455525607,0.7503898765762154,44.02,31500,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,1.0087082728592163,42037.769784172655
4,2018,Sage 01,Hibrida A,0.5428571428571429,60000,0.5247079964061095,0.5097357750746336,37.51,71600,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,False,True,0.966567361800728,136456.8493150685
4,2018,Sage 01,Hibrida B,0.5428571428571429,60000,0.5247079964061095,0.5011362117363989,35.62,90900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,False,0.966567361800728,173239.21232876714
4,2018,Sage 01,Hibrida C,0.8285714285714285,60000,0.7942497753818508,0.7959274606781623,45.95,29300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.958577315116027,36890.15837104073
4,2018,Sage 02,Hibrida A,0.3714285714285714,58000,0.3387241689128482,0.3149757162589672,31.91,94700,Jagung Hibrida,Benih Hibrida,False,True,True,False,0.9119496855345913,279578.5145888594
4,2018,Sage 02,Hibrida B,0.28571428571428575,58000,0.2605570530098832,0.25914539054493607,39.65,46000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,0.911949685534591,176544.8275862069
4,2018,Sage 02,Hibrida C,0.6857142857142857,58000,0.6253369272237197,0.6213073118567036,40.31,45200,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9119496855345912,72281.03448275862
4,2018,Sage 03,Hibrida A,0.45714285714285713,62000,0.47079964061096136,0.4583166243372098,37.05,67000,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,1.029874213836478,142311.06870229007
4,2018,Sage 03,Hibrida B,0.5714285714285714,62000,0.582210242587601,0.5562090629594973,40.83,95300,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,True,False,1.0188679245283019,163686.5740740741
4,2018,Sage 03,Hibrida C,0.42857142857142855,62000,0.4429469901168014,0.44944971706099895,41.48,24900,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,True,False,1.0335429769392033,56214.40162271806
5,2018,Sage 01,Hibrida A,0.42857142857142855,60000,0.41689128481581306,0.42365102704629504,44.81,24800,Jagung Hibrida,Benih Hibrida,True,False,False,True,0.9727463312368971,59487.93103448277
5,2018,Sage 01,Hibrida B,0.6571428571428573,60000,0.632524707996406,0.6312435948848194,42.17,38900,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9625375991249655,61499.57386363637
5,2018,Sage 01,Hibrida C,0.7428571428571429,60000,0.7133872416891284,0.7168382123602013,38.76,26800,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.9603289791969035,37567.25440806046
5,2018,Sage 02,Hibrida A,0.5714285714285714,58000,0.5211141060197664,0.5069286637258834,42.1,69900,Jagung Hibrida,Benih Hibrida,True,False,True,False,0.9119496855345912,134135.6896551724
5,2018,Sage 02,Hibrida B,0.2285714285714286,58000,0.20844564240790653,0.2148999688098739,33.07,29300,Jagung Bersari Bebas (Komposit),Benih Komposit,True,False,True,False,0.911949685534591,140564.22413793104
5,2018,Sage 02,Hibrida C,0.6571428571428573,58000,0.5992812219227314,0.5719823553000936,49.89,97900,Jagung Hibrida,Benih Hibrida,False,False,False,True,0.9119496855345911,163362.3688155922
5,2018,Sage 03,Hibrida A,0.8857142857142857,62000,0.8885893980233602,0.8836162723343581,47.43,42500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,False,False,False,1.0032460945425035,47828.61476238625
5,2018,Sage 03,Hibrida B,0.5428571428571429,62000,0.5543575920934412,0.5579467985563427,33.85,29400,Jagung Hibrida,Benih Hibrida,False,True,False,True,1.0211850380668652,53034.35980551053
5,2018,Sage 03,Hibrida C,0.6857142857142857,62000,0.6936208445642408,0.6901038185625807,39.11,42800,Jagung Hibrida,Benih Hibrida,True,False,False,False,1.0115303983228512,61705.18134715026
6,2018,Sage 01,Hibrida A,0.6000000000000001,60000,0.5786163522012578,0.5588379450162635,33.04,81400,Jagung Hibrida,Benih Hibrida,False,True,False,False,0.9643605870020963,140680.4347826087
6,2018,Sage 01,Hibrida B,0.6285714285714286,60000,0.605570530098832,0.6037962839192621,36.37,40500,Jagung Bersari Bebas (Komposit),Benih Komposit,False,True,False,True,0.9634076615208691,66879.08011869436
